Title,Author,Publisher,Description
100년도 채 살지 못하는 인간이 몇 억 년 뒤에 벌어질 지구의 변화를 이해한다는 것이 과연 무슨 의미가 있느냐고 되묻는 이가 있을지도 모르겠다 하지만 저자를 비롯해 이 책에 등장하는 여러 지질학자의 과학적인 협력과 공조 덕분에 우리가 살아가는 이 땅의 비밀이 한 꺼풀씩 풀려왔다는 사실 그로부터 인류의 생존을 위협하는 기후변화의 위기에 대응할 묘수들을 생각해낼 수 있다는 사실을 깨닫게 되면 지질학을 비롯한 지구과학 분야의 연구 결과들이 결코 우리와 거리가 먼 이야기가 아님을 알게 될 것이다"
단 한 번의 삶,김영하,복복서가,"내 의지와 무관하게 시작된 삶이라는 사건
예측 불가하고 불공평하고 질서 없는 진짜 인생을 사유하다
 
때로 어떤 예감을 받을 때가 있다 
아 이건 이 작가가 평생 단 한 번만 쓸 수 있는 글이로구나
내겐 이 책이 그런 것 같다 김영하

여행의 이유 이후 6년 만의 신작 산문
오직 한 번만 쓸 수 있는 나의 삶에 대하여

김영하가 신작 산문 단 한 번의 삶을 출간했다 60만 명이 넘는 독자의 사랑을 받은 여행의 이유 이후 6년 만에 선보이는 산문집으로 유료 이메일 구독 서비스 영하의 날씨에 2024년 연재되었던 글을 대폭 수정하고 다듬어 묶었다 영하의 날씨는 초기 구독자의 초대로만 가입이 가능한 서비스로 화제를 모으며 연재 당시 뜨거운 호응을 얻었다
단 한 번의 삶은 작가의 지난 산문들보다 더 사적이고 한층 내밀하다 김영하는 작가 김영하에서 벗어나 한 번뿐인 삶을 살아가는 우리 가운데 한 사람으로서 가만히 말을 건넨다 열네 편의 이야기에 담긴 진솔한 가족사와 직접 경험한 인생의 순간을 아우르는 깊은 사유는 우리를 멈춰 생각하게 한다 우리는 얼마나 서로를 그리고 자신을 모르고 살아가는가 생각은 하나의 질문으로 수렴된다 내 앞에 놓인 삶을 어떻게 살아가야 할까 이 책은 독자들에게 쉬운 위로나 뻔한 조언을 건네지 않는다 대신 담담히 풀어낸 솔직한 경험과 고민을 통해 독자들이 자신의 삶을 되돌아보게 만든다 단 한 번의 삶과 함께 두고 온 시절에서 발견한 자기 삶의 장면들을 기록해보길 권한다 
원래 나는 인생 사용법이라는 호기로운 제목으로 원고를 쓰기 시작했다 
하지만 곧 내가 인생에 대해서 자신 있게 할 말이 별로 없다는 것을 깨달았다 
내가 알고 있는 것은 그저 내게 단 한 번의 삶이 주어졌다는 것뿐"
당신이 정말로 잘됐으면 하는 마음에,태오,부크럼,"삶에 사람에 사랑에 지친
당신의 모든 순간을 다독이는 문장

당신이 매일 행복했으면 좋겠습니다
어찌 삶이 항상 행복할 수 있겠느냐마는
그래도 틈틈이 행복하기를 바랍니다

우리는 매일매일 특별하고 행복한 일이 찾아와 주기를 선물처럼 행운이 쏟아지고 매 순간 바라는 대로 술술 잘 풀리기만을 바란다 하지만 시간이 지나면 알게 된다 결국 우리의 삶을 만들어 주는 것은 그저 켜켜이 쌓아 온 평범하고 사소한 시간들이라는 것을

특별하지 않은 나날이지만 행복은 우리의 일상 곳곳에 숨어 있다 하루의 시작에서 웃을 수 있었고 마음에 걸리는 일 없이 편히 잠들 수 있었던 평범한 날들이야말로 진정한 행복이었다 그 작은 순간들이 모여 비로소 우리의 삶을 만들어 가는 것이다

지극히 평범하다고 여겼던 순간들이
돌이켜 보면 다시 돌아가고 싶을 만큼 소중한 순간들이었다

행복은 멀리서 찾아야 하는 게 아니라
지금 내 곁에 머무르고 있는 것이었는데
우리가 너무 먼 곳만 바라보고 있던 건 아니었을까

행복은 결코 멀리 있지 않다 가까운 곳에 숨어 있는 기쁨을 미처 발견하지 못했을 뿐이다 그러니 당연하게 생각했던 순간들을 놓치지 말고 먼 훗날 시련이 다가오더라도 지금의 마음을 떠올리며 또 하루를 살아갈 힘을 얻을 수 있도록 모든 것을 소중히 여길 수 있도록 행복의 기반을 다져 나가야 한다

작가는 남몰래 아파했을 당신의 마음을 따뜻하게 다독이며 지금 이 순간 당신의 곁에 있는 사소한 것들 속에서 진정한 행복을 찾기를 염원한다 그럼에도 행복은 멀게만 느껴지고 때로는 세상에 홀로 남겨진 듯한 생각이 들기도 하겠지만 우리는 언제나 누군가의 따뜻한 온기를 느끼며 살아가고 있다는 것 그리고 행복은 늘 가까이에 있다는 사실을 잊지 않기를 바라며 당신에게 이 책을 선물한다

누구보다 당신이 정말로 잘됐으면 하는 마음에"
디 에센셜 키워드: 정의의 사람들,알베르 카뮈,민음사,"알베르 카뮈의 키워드로 오늘의 정의를 말하다
카뮈의 희곡 계엄령 외 1948년 초연 무대 화보 수록

카뮈의 정의를 설명하는 부조리 반항 사랑을 담다
카뮈의 서문 희곡 계엄령 소설 페스트 
산문 반항하는 인간 시지프 신화 안과 겉 발췌 수록

나는 아름다움을 행복을 사랑해 
그렇기 때문에 독재를 미워하는 거야
혁명 물론 해야지 그러나 그것은 삶을 위한 혁명 
삶에 기회를 주기 위한 혁명이야
 알베르 카뮈

코로나19의 긴 터널을 빠져나오자 계엄령이었다
 김화영

알베르 카뮈가 말하는 이 시대의 키워드 정의
1부 희곡 계엄령 2부 소설 페스트 3부 카뮈의 빛나는 산문들
 
 백성의 올곧은 소리를 담는다는 문학 출판사 민음사 사람은 책을 만들고 책은 사람을 만든다는 교보문고 한국 출판계를 대표하는 두 기업이 문학의 키워드를 통해 이 시대의 진정한 가치를 돌아보는 시리즈를 기획했다 첫 번째 키워드는 정의이다 우리에게 이 시대의 정의를 말해 줄 진정한 작가는 누구일까 부조리 반항 사랑의 주제를 통해 시대의 진정한 정의를 문학과 사상으로 실천해 온 행동하는 지성 알베르 카뮈 카뮈의 빛나는 희곡 소설 산문 등을 통해 2025년 오늘의 정의를 돌아보면 어떨까 카뮈의 정의를 가장 잘 드러내는 3가지 주제는 부조리 반항 사랑이며 특히 정의에 대한 카뮈의 실천이 극적으로 반영된 작품이 희곡 계엄령이다 카뮈는 2차 세계 대전 직후 전 세계로 퍼져 나간 전체주의 정권의 작동 방식을 비판하면서 희곡 계엄령을 통해 두려움을 이용한 복종의 메커니즘을 페스트로 의인화하여 비판했다 1948년 갈리마르에서 출판한 알베르 카뮈 계엄령LÉtat de siège은 장루이 바로의 요청으로 집필한 작품이며 카뮈의 소설 페스트La Peste의 각색이 아닌 새로운 창작 희곡이다 여기서 페스트는 은유적인 긴 독백을 통해 말하는 존재로 등장하며 젊은 독재자의 모습으로 표현된다 이번 에디션에 카뮈의 희곡 계엄령과 1948년 10월 27일 마들렌 르노 장루이 바로 극단에 의해 마리니 극장에서 처음으로 공연될 당시 사진들 그리고 오늘날 다양한 해석으로 재상연되는 연극 계엄령의 생생한 이미지를 총 24쪽의 화보로 구성하여 독자에게 계엄령이라는 절체절명의 위기 상황에서 정의를 행하는 이들의 모습을 생생하게 전달한다 

 카뮈의 희곡 계엄령이 독재 상황에서 물신화된 페스트의 모습을 통해 삶의 정의를 질문한다면 소설 페스트는 페스트라는 최악의 고립 상황에서 이웃과 삶을 구하며 자기 자신을 희생하는 정의의 사람들 의인들에 초점을 맞춘다 이 작품에서 카뮈가 말하는 페스트는 단순한 질병이 아니라 우리 안에서 자라나는 부정성을 환유한다 그러면서 전쟁과 전염병 앞에서 절망과 맞서는 것은 결국 행복에 대한 의지 즉 현실이 아무리 잔혹하다 할지라도 희망을 놓지 않고 자신의 길을 걸어가는 것이야말로 이 부조리한 세상에 대한 진정한 반항이며 우리 인간이 걸어가야 할 길임을 보여 준다 카뮈는 페스트에서 극한의 절망과 마주하며 보이는 다양한 인간상을 묘사하며 의사 리유의 입을 빌려 이렇게 말한다 내가 확실히 알고 있는 것은 사람은 제각기 자신 속에 페스트를 지니고 있다는 것입니다 왜냐하면 세상에서 그 누구도 그 피해를 입지 않는 사람은 없기 때문입니다 

 카뮈는 일찍부터 자신의 작품의 커다란 윤곽을 수첩에 다음과 같이 적어 두었다 
1 거부부조리 이방인 칼리굴라 오해 시지프 신화방법론적 회의 2 긍정반항 페스트 정의의 사람들 계엄령 반항하는 인간 3 사랑 지금 계획 중 집필 중 

 부조리 반항 사랑은 카뮈가 평생 천착한 주제이며 문학을 통해 지상의 정의를 실천하는 행동 강령이었다 카뮈에게 중요한 것은 어떻게 행동할 것인가 즉 윤리의 문제였기에 카뮈 문학을 이해하기 위해서는 산문들에 깃든 사상을 읽어내는 것이 중요하다 이번 에디션에는 카뮈의 에세이 반항하는 인간 시지프 신화 안과 겉의 하이라이트라 할 글들을 엄선하여 독자로 하여금 동시대의 정의로움을 문학적 철학적으로 사유하기를 권한다 카뮈에게 부조리와 반항은 동시적이다 그가 삶의 의미에 대해 질문하는 순간 부조리의 감정은 태어난다 그러나 동시에 삶의 무의미에 항의하는 반항도 태어난다 

 전쟁과 부조리 계엄령과 불의 그것에 반항하고 저항하는 정의로운 사람들 우리의 오늘에서 격동의 역사는 되풀이된다 오늘을 지키는 방법 정의를 지켜 나가는 혜안에 대해 카뮈의 문학은 온몸으로 반항한다 이방인과 시지프 신화에서는 부조리한 감정 이 헐벗음과 몰이해 고독 속에서 우리는 왜 계속 살아야 하는가라는 질문과 싸운다면 페스트와 반항하는 인간에서는 질문하는 개인에서 나아가 집단을 향해 다음과 같이 말한다 아니다non 우리는 존재한다 카뮈는 말한다 

반항은 모든 인간들 위에 최초의 가치를 정립시키는 공통적 토대다 
나는 반항한다 그러므로 우리는 존재한다 

 그렇다면 우리는 무엇을 위해 반항해야 하는가 정의로워야 하는가 카뮈는 이렇게 말한다 삶을 위해서 내 어머니를 위해서라고 나는 정의를 믿습니다 그러나 정의에 앞서 나의 어머니를 더 옹호합니다르몽드 1957년 12월 14일 자 카뮈는 이념과 폭력적 대립이 아니라 진정한 삶을 위한 정의 내 어머니와 가족을 지키는 정의 그리고 가난한 자를 지켜 주는 정의를 말한다 카뮈의 정의는 부조리를 물리치고 반항하는 자가 되어 사랑을 향해 나아간다 

여자 모두 함께 말한다 정의라는 것은 어린아이들이 배불리 먹고 추위에 떨지 않는 것 정의라는 것은 우리의 어린것들이 살아 나가는 것 나는 그 아이들을 환희의 땅에 낳아 놓았네 바다는 그들에게 세례의 물을 주었네 그 아이들에게 다른 재화는 필요 없다네 어린아이들을 위해서 내가 바라는 것은 일용할 빵과 가난한 사람들의 잠뿐이라네 하찮은 그것마저 당신은 거절하네 당신이 불행한 사람들에게 빵마저 거절한다면 그 어떤 사치로도 그 어떤 멋진 말로도 그 어떤 신비스러운 약속으로도 당신의 그 죄는 용서받지 못하리 계엄령 중에서
 
 이번 정의의 사람들 출간을 기념하여 김화영 역자는 긴 서문을 써서 보내 주었다 그 글의 첫 문장은 이것이다 코로나19의 긴 터널을 빠져나오자 계엄령이었다 가와바타 야스나리의 소설 설국의 첫 문장을 곁눈질해 본 이 한마디는 우리가 최근 오 년간 살아낸 그리고 현재 진행 중인 나쁜 꿈처럼 길고 괴이한 드라마의 요약인 동시에 우리 모두의 자화상이다 이 책은 문학의 형식을 빌린 신화에 오늘 우리의 삶을 비추어 성찰해 보려는 시도의 하나라고 이어 이렇게 말한다 역사는 지루하게 되풀이되는 것일까 인간의 삶은 몇 가지 단순하고 거대한 주제 혹은 상징들을 중심으로 인물과 시간과 무대를 바꾸어 변주하고 신화를 새롭게 해석하는 것일까 지나간 과거가 인물과 시간과 무대를 바꾸어 변주를 거듭할 때 현재의 우리가 해야 할 일은 무엇일까 우리는 어떻게 이 시대의 정의를 지킬 수 있을까 김화영 역자는 카뮈가 다짐한 이 문장으로 그 이유를 가름한다 한 어머니의 저 탄복할 만한 침묵 그리고 그 침묵에 어울릴 수 있는 정의 혹은 사랑을 찾으려는 한 사나이의 노력을 다시 한번 더 그 작품의 중심으로 삼아 보리라"
마흔에게 (인생의 한여름을 버티는 당신에게 노시인이 남기는 행복할 의지의 말들),나태주,북폴리오,"내가 가장 믿고 싶은 격려의 말이 이 책에 있습니다
_ 나민애 교수

여든의 시인이 시리고 뜨거운 마흔을 건너는 이들에게 전하는
어른의 위로와 믿고 싶은 격려

국민시인 나태주가 산문집 마흔에게를 출간했다 2025년 만 80세를 맞이해 자신의 절반 즈음의 인생을 살고 있는 이들에게 남겨주고 싶은 이야기를 엮은 것이다 
길어진 수명 길어진 인생 나이에 대한 개념이 바뀌고 있는 상황에서 마흔은 아직 젊게 느껴지는 나이다 하지만 실제로 마흔을 건너는 사람에게는 느낌이 또 다를 터 계절에 비유하자면 짙어지는 초록처럼 시리도록 뜨거운 한여름을 버텨내고 있는 시기처럼 느껴지지 않을까 분명한 건 인생의 전환기라는 생각이 드는 시점이라는 것이다 그런 마흔에게 시인은 조금씩만 더 살아보자라고 말한다 고달픈 순간이 와도 크게 당황하거나 멈추지 말고 그저 조금씩만 앞으로 나아가면 된다고 지금 필요한 격려를 건넨다 

많은 날들 살아오면서 보고 듣고 느낀 것들을 이 책에 적어 인생의 터닝포인트에 선 젊은 당신들에게 주려고 그런다 책머리에 중에서

노시인이 전하고픈 이야기는 인생 수업이라거나 인생 철학이라거나 하는 거창한 이야기가 아니다 그저 마흔의 삶을 건너면서 감겨드는 작고 사소한 이야기들이다 불어오는 바람 지나가는 흰 구름 피어 있는 꽃 한 송이에서도 감사와 행복을 말하는 시인의 목소리에서 우리는 지금의 인생을 기꺼이 사랑하는 힘을 배우게 된다 이제 겨우 어른이라고 불릴 만한 마흔보다 두 배를 더 산 진짜 어른이 주는 위로와 격려 인생의 뜨거운 한여름을 건너는 마흔에게 무엇보다 필요한 힘이 되어줄 것이다"
모든 것이 양자 이론 (세상을 이루는 17가지 기본 입자 이야기),곽재식,지식의숲,"소설 쓰는 과학자 곽재식이 들려주는 쉽고 재밌는 양자 이론 이야기 
 전자부터 힉스 입자까지 17가지 우주 기본 입자들의 이야기

현대 과학 역사상 가장 완벽하다는 양자 이론 하이젠베르크의 획기적인 논문을 기준으로 2025년은 양자역학 탄생 100주년이 되는 해다 UN에서는 양자역학의 중요성을 강조하며 2025년을 국제 양자과학기술의 해로 지정했다 양자역학의 원리를 기반으로 한 양자과학기술은 현재 인공지능 신약 개발 등 여러 분야에서 응용되며 주목받고 있는 핵심 기술이다 이것은 근본적으로 양자 이론을 토대로 하고 있다 그러므로 양자 이론은 현대 과학을 이해하고자 하는 사람이라면 반드시 알아야 할 중요한 개념이라고 할 수 있다 
양자 이론은 물질과 에너지가 어떻게 상호작용하는지를 설명하는 이론이다 이 세상을 구성하는 기본적인 재료는 총 17가지의 작은 입자로 이루어져 있다 이 입자들이 세상에서 어떻게 움직이는지를 규명하는 규칙이 바로 양자 이론quantum theory이다
이 책은 17가지 기본 입자들을 하나하나 소개하면서 우리 가까이에 있는 여러 가지 현상들을 알려주고 그것들이 우리의 주변에서 어떤 역할을 하고 있는지를 상세하게 들려주고 있다 또한 어렵고 복잡한 과학 이론을 그대로 설명하지 않고 주제와 관련된 일화와 그 주제를 연구한 과학자들의 인생 이야기를 곁들여 더욱 친근하게 풀어냈다 

다수의 작품을 발표한 소설가이자 여러 대중매체에서 활발히 활동하고 있는 저자는 이 책에서도 재치 있고 유쾌한 이야기꾼으로서의 재능을 한껏 발휘하고 있다 2천 년 전의 역사 기록인 삼국유사삼국사기 그리고 조선왕조실록을 바탕으로 당시의 사건과 논쟁거리 백성들을 놀라게 한 자연현상들을 설명하며 그렘린환상특급터미네이터와 같은 친숙한 영화 이야기를 통해 기본 입자들을 설명한다 또한 20세기 현대 과학에 크게 이바지한 한국인 과학자들의 열정적인 생애와 업적들에 대해서도 들려준다 
현대 과학이 밝혀낸 우주의 힘은 중력 전자기력 강력 약력 총 네 가지이다 이 중에서 강력 이론과 약력 이론에 큰 기여를 한 한국인 과학자 한무영과 이휘소의 업적은 특히 주목할 만하다 특히 입자 이론 발전에 지대한 공을 세운 이휘소의 일대기와 활약은 감탄을 자아낸다 모스펫MOSFET을 발명하여 미국 발명가 명예의 전당에 이름을 올린 강대원 박사 등의 이야기도 흥미롭다 
조선시대 화가 김득신의 그림 밀희투전을 통해 양자 이론의 한 현상인 양자 얽힘을 설명하는 부분도 인상적이다 양자 얽힘은 모든 이론과 논리적인 생각의 바탕을 되돌아보게 만들고 이성적인 판단의 근원인 인과율 시간의 순서 원인과 결과의 관계에 대한 깊은 성찰을 이끌어낸다 

전자부터 힉스 입자까지 저자가 들려주는 17가지 기본 입자의 이야기를 따라가다 보면 현대 과학의 역사적인 순간을 마주하게 될 것이다 또한 우리의 삶과 인생이 우주의 거대한 시공간과 연결돼 있음을 깨닫게 될 것이다 우연적이고 불연속적이고 확률적인 이 세계에 독자 여러분을 초대한다"
모든 계절의 물리학 (보이지 않는 세상을 보는 유쾌한 과학의 세계),김기덕,다산북스,"누구나 하루에 한 번은 물리학자가 된다
독일 막스플랑크연구소의 물리학자가
일상이라는 세계를 물리학의 시선으로 새롭게 본 과학 교양서

이 책은 물리학을 사랑한 나머지 진짜 물리학자가 된 저자가 평범한 일상에 숨은 경이로운 물리학의 세계를 파헤쳐 소개하는 책이다 단지 흥미로운 과학 이야기들을 나열하는 것이 아니라 봄 여름 가을 겨울 등 사계절을 둘러싼 익숙한 장면들이 물리학이라는 언어로 새롭게 탄생하는 경험을 제공한다 이를 통해 저자는 눈에 보이지 않는 작고 정교한 법칙들이 세상을 움직이며 우리가 무심코 지나친 인생의 모든 순간에 존재해 왔음을 이야기한다 마치 한 편의 산문집을 읽듯 책을 읽다 보면 어느새 물리학은 이해가 아닌 본능적인 감각으로 받아들여질 것이다"
모순 (양귀자 장편소설),양귀자,쓰다,"본 도서의 표지 색상은 2쇄를 주기로 변경됩니다 등록된 이미지와 다른 색의 표지가 발송될 수 있습니다

인생은 살아가면서 탐구하는 것

양귀자 소설의 힘을 보여준 베스트셀러 모순 1998년에 초판이 출간된 이후 132쇄를 찍으며 여전히 많은 사랑을 받고 있는 작품을 오래도록 소장할 수 있는 양장본으로 새롭게 선보인다 스물다섯 살 미혼여성 안진진을 통해 모순으로 가득한 우리의 인생을 들여다본다 작가 특유의 섬세한 문장들로 여러 인물들의 삶을 생생하게 그려내고 있다

시장에서 내복을 팔고 있는 억척스런 어머니와 행방불명 상태로 떠돌다 가끔씩 귀가하는 아버지 조폭의 보스가 인생의 꿈인 남동생을 가족으로 둔 안진진 어머니와 일란성 쌍둥이인 이모는 부유하지만 지루한 삶에 지쳐 있고 가난한 어머니는 처리해야 할 불행들이 많아 지루할 틈이 없다 안진진은 사뭇 다른 어머니와 이모의 삶을 바라보며 모순투성이인 삶을 어떻게 이해해야 하는지 고민하기 시작하는데"
"무굴 제국의 역사 (인도를 지배한 마지막 거대 제국, 무굴! 황금과 피로 쓴 제국의 역사, 세계를 압도한 찬란한 문명의 절정)",마이클 피셔,더숲,"지금 우리는 왜 무굴 제국을 알아야 하는가
인도를 지배한 마지막 거대 제국 무굴
세계를 압도한 찬란한 문명의 절정
무굴 제국의 역사를 총망라한 국내 최초의 책

오늘날 세계는 인도를 주목하고 있다 세계 인구 1위 빠르게 성장하는 주요 경제국 중 하나 세계 최대의 민주주의 국가이자 미국과 중국 사이에서 전략적 균형을 이루는 외교 강국 국제 안보와 경제 질서 재편의 중심에 인도가 있다 그렇다면 이 눈부신 도약의 뿌리는 어디에 있는가 그 해답은 무굴 제국에 있다 
이 책은 무굴의 시작부터 멸망까지를 다룬 국내 최초로 소개되는 통사다 무굴 제국은 단순한 왕조가 아니다 힌두교와 이슬람 수많은 언어와 민족이 뒤섞인 광대한 대륙을 융합과 포용 공존의 방식으로 통합하고 통치했던 거대한 정치 실험장이었다 또한 세계 GDP의 약 4분의 1을 차지했던 초강대국 세계 무역의 중심지이자 유럽보다 두 배 많은 인구 유럽 3분의 1에 달하는 광대한 영토 개혁과 혁신을 통해 확립한 강력한 행정 제도 문화와 종교의 융합 속에서 꽃핀 정치예술사상의 황금기 이 모든 것이 무굴 제국이었다 무굴 제국은 인도가 가난한 나라가 아니라 유럽 열강이 동경했던 황금의 땅이었음을 보여 준다 

인도는 풍성한 인구와 자원을 바탕으로 17세기의 무굴 제국처럼 세계 경제의 선두권에 부상하고 있다 무굴 제국을 들여다보면 인도라는 나라가 단순한 신흥 강국이 아닌 찬란한 문명의 맥을 이은 존재임을 알게 된다 그 순간 세계사는 더 이상 유럽의 독무대가 아니게 된다 세계사의 축을 서쪽에서 동쪽으로 옮겨 봄으로써 지금의 세계 질서를 새롭게 바라볼 수 있는 기회가 될 것이다"
미국 주식이 답이다 2026 (차근차근 부자 되는 미국 주식투자 입문서),장우석^이항영,페이지2북스,"넥스트 엔비디아 테슬라를 찾아라
미주미가 뽑은 2026년을 주도할 미국 유망 기업 대공개

 투자자들이 뽑은 해외 주식 멘토 1위 미주미의 개정 신간 
 Since 2016 미국 주식 분야 부동의 스테디셀러 
 2026년을 주도할 유망 종목 ETF 29 대공개 

기초 상식부터 포트폴리오 구성까지 한 권으로 끝내는 미국 주식 A to Z
여전히 미국 주식이 답이다"
바다의 황제 (쿠빌라이 칸은 어떻게 유목 제국을 해양 초강국으로 변모시켰는가),잭 웨더포드,책과함께,"그는 세계를 정복하고 싶었고 바다는 마침 그 중간에 있었다
칭기스 칸 이래 가장 위대한 정복자 쿠빌라이 칸
역사의 무대를 육지에서 바다로 옮기다

유목 제국 몽골과 바다는 어울리지 않는 조합처럼 들린다 그러나 몽골인의 최고 통치자를 일컫는 칭호 달라이 칸 즉 바다의 황제를 현실로 만든 유일한 인물이 있었으니 바로 칭기스 칸의 손자 쿠빌라이 칸이다 그는 불가능해 보였던 남송 정벌을 성공해내면서 제국이 바다로 나아갈 발판을 마련했다 중국식 제도를 비롯해 적국과 피정복민의 기술문화를 수용하고 외국인도 등용하며 제국의 운영 방식을 근본적으로 혁신했고 이를 바탕으로 상업 기반의 재정 체계를 마련하고 수군을 육성해 새로운 전략을 펼쳤다 그에게 바다는 끝이 아니라 정복 사업을 완성해가는 또 하나의 무대였다
세계적인 몽골사 권위자 잭 웨더포드는 새로운 해양 질서를 일구어가는 과정으로서 쿠빌라이 칸의 일대기를 그린다 쿠빌라이 칸은 사할린에서 페르시아만에 이르는 해상 무역망을 장악했고 그가 세운 원나라는 이후 세계사 속 해양 제국들의 표본이 되었다 쿠빌라이 칸은 유목 제국의 경계를 최초로 넘어선 지도자이자 새로운 제국의 첫 설계자였다 더불어 고려의 역사 신안 난파선 일본 정벌 같은 우리에게 익숙한 이야기를 색다른 맥락에서 만나는 재미도 있다"
바움가트너 (폴 오스터 장편소설),폴 오스터,열린책들,"2024년 4월 30일 폴 오스터가 세상을 떠난 뒤
그의 1주기에 맞춰 출간되는 생애 마지막 작품

기억과 삶 상실과 애도 우연과 순간을 엮어 나가며
삶을 둘러싸고 있는 관계와 사랑에 대한 애틋한 사유를 전하는
폴 오스터의 빛나는 최종 장章

이것은 삶을 가득 채우는 부재와 지속되는 상실의 기록이다 당연한 슬픔이 있지만 단지 슬픔만이 있는 것은 아니다 그 상실 속에서도 바움가트너는 그리고 오스터는 상상력의 힘 아니 그냥 간단하게 꿈의 힘을 발견한다 허구이지만 진실보다 더 강력한 그 무엇을 금정연작가

떠오르는 미국의 별이라는 찬사 속에 데뷔하여 반세기 넘도록 소설과 산문 모두에서 발군의 기량을 발휘하며 미국 문학을 대표하는 작가로 견고히 자리 잡은 작가 폴 오스터 그가 투병 중 끝을 예감하며 집필한 생애 마지막 장편소설 바움가트너가 정영목 씨의 번역으로 열린책들에서 출간되었다 폴 오스터 1주기에 맞춰 출간된 이 작품은 은퇴를 앞둔 노교수 사이 바움가트너를 통해 상실과 애도 기억과 현재 시간의 흐름과 삶의 의미를 내밀한 시선으로 담아냈다 초기작들을 연상시키면서도 삶의 막바지에 이른 작가의 원숙한 사유 또한 보여 준다는 평가를 받은 이 소설은 이상한 사건 사고가 연달아 일어난 어느 날 까맣게 그을린 냄비를 바라보던 바움가트너에게 문득 인생의 사랑이었던 아내에 대한 기억이 점화되며 시작된다
정원사라는 뜻을 가진 그의 성씨와 같이 바움가트너는 기억의 정원 속 나뭇가지처럼 얽혀 있는 삶의 단편들을 하나씩 찾아간다 소설은 1968년 뉴욕에서 가난한 문인 지망생으로 아내를 처음 만난 이후 함께한 40년간의 세월 그리고 뉴어크에서의 어린 시절부터 양장점 주인이자 실패한 혁명가였던 아버지에 대한 회상까지 한 인물의 일생을 톺아보며 그의 내적인 서사를 따라간다 폴 오스터가 평생 동안 다뤄 왔던 주제인 글쓰기와 허구가 만들어 내는 진실과 힘 그리고 우연의 미학에 대한 사유가 간결하고 섬세하게 집약된 이 마지막 유작은 죽음 앞에서 써 내려간 상실과 기억에 관한 소설이기에 더욱 절실하고 강렬하다 이제 폴 오스터라는 소설가를 떠나 보낸 독자들에게 바움가트너는 말한다 그게 상상력의 힘이야 아니 그냥 간단하게 꿈의 힘"
바이오 패권경쟁(MK에디션) (대한민국 재도약의 갈림길),매일경제 국민보고대회팀,매일경제신문사,"급변하는 바이오 산업의 핵심 트렌드를 읽는다
어떻게 바이오 시장을 선점할 것인가
바이오 패권 시대를 대비하는 전략 인사이트

무병장수는 인류가 오랫동안 갈망해온 꿈이다 과거 연금술의 시대 단지 꿈에 불과했던 것들이 현대 과학과 바이오 기술이 비약적으로 발전하면서 이제는 실현 가능한 목표가 되고 있다 특히 유전자 치료 항노화 기술 인공지능AI 기반 신약 개발 등은 인간 수명 연장과 건강 혁명의 핵심 열쇠로 떠올랐다
